HCC-1187	XX	0	HCC-1187BL_RepA	HCC-1187BL_RepA_Rep1	dx://project-G3jbYf00y8gqqZ6Z9q4gBbKf:/genetech/Fastqs/test_subsample/HCC-1187BL_R1.subsampled.fastq.gz	dx://project-G3jbYf00y8gqqZ6Z9q4gBbKf:/genetech/Fastqs/test_subsample/HCC-1187BL_R2.subsampled.fastq.gz
HCC-1187	XX	1	HCC-1187_RepA	HCC-1187_RepA_Rep1	dx://project-G3jbYf00y8gqqZ6Z9q4gBbKf:/genetech/Fastqs/test_subsample/HCC-1187_R1.subsampled.fastq.gz	dx://project-G3jbYf00y8gqqZ6Z9q4gBbKf:/genetech/Fastqs/test_subsample/HCC-1187_R2.subsampled.fastq.gz
